DATAFLOW,LAST UPDATE,freq,indic_il,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,HU,2019,28.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,HU,2020,28.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,HU,2021,27.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,HU,2022,27.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2014,31.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2015,29.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2016,29.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2017,30.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2018,28.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2019,28.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2020,28.3,b
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2021,26.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IE,2022,27.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IS,2014,22.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IS,2015,24.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IS,2016,24.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IS,2017,25.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IS,2018,23.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2014,32.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2015,32.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2016,33.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2017,32.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2018,33.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2019,32.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2020,32.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2021,32.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,IT,2022,32.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2014,35.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2015,37.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2016,37.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2017,37.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2018,36.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2019,35.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2020,35.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2021,35.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LT,2022,36.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2014,28.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2015,28.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2016,29.6,b
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2017,29.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2018,31.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2019,32.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2020,31.2,b
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2021,29.6,b
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LU,2022,29.1,b
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2014,35.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2015,35.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2016,34.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2017,34.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2018,35.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2019,35.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2020,34.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2021,35.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2022,34.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,LV,2023,34.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2014,36.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2015,36.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2016,36.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2017,36.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2018,34.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2019,34.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2020,32.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2021,32.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,ME,2022,31.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MK,2014,35.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MK,2015,33.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MK,2016,33.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MK,2017,32.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MK,2018,31.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MK,2019,30.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MK,2020,31.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2014,27.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2015,28.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2016,28.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2017,28.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2018,28.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2019,28.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2020,30.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2021,31.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,MT,2022,31.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2014,26.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2015,26.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2016,26.9,b
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2017,27.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2018,27.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2019,26.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2020,28.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2021,26.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NL,2022,26.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2014,23.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2015,23.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2016,25.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2017,26.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2018,24.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2019,25.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2020,25.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2021,25.9,b
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,NO,2022,27.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2014,30.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2015,30.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2016,29.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2017,29.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2018,27.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2019,28.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2020,27.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2021,26.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PL,2022,26.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2014,34.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2015,34.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2016,33.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2017,33.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2018,32.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2019,31.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2020,31.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2021,33.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,PT,2022,32.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2014,35.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2015,37.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2016,34.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2017,33.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2018,35.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2019,34.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2020,33.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2021,34.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RO,2022,32.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2014,38.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2015,40.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2016,39.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2017,37.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2018,35.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2019,33.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2020,33.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2021,33.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,RS,2022,32.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2014,26.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2015,26.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2016,27.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2017,28.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2018,27.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2019,27.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2020,26.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2021,26.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2022,27.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SE,2023,29.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2014,25.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2015,24.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2016,24.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2017,23.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2018,23.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2019,23.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2020,23.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2021,23.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2022,23.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SI,2023,23.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2014,26.1,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2015,23.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2016,24.3,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2017,23.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2018,20.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2019,22.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2020,20.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2021,21.8,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,SK,2022,21.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,TR,2014,41.2,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,TR,2015,41.9,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,TR,2016,42.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,TR,2017,43.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,TR,2018,43.0,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,TR,2019,41.7,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,TR,2020,43.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,TR,2021,42.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,UK,2014,31.6,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,UK,2015,32.4,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,UK,2016,31.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,UK,2017,33.1,b
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,UK,2018,33.5,
ESTAT:ILC_DI12(1.0),01/03/24 23:00:00,A,GINI_HND,XK,2018,44.2,
